Crop	N	P	K	Temperature	humidity	pH	Rainfall	State	Season	Price
watermelon	101.36	14.59	52.68	33.91	83.39	6.77	47.95	Punjab	Zaid	216.66
watermelon	103.29	10.04	49.63	30.2	83.17	6.72	47.91	West Bengal	Rabi	183.46
watermelon	104.5	11.37	53.87	33.1	85.75	6.39	52.17	Maharashtra	Post-Monsoon	165.85
muskmelon	97.2	14.06	47.53	34.67	94.5	7.48	20.03	West Bengal	Zaid	279.06
muskmelon	101.82	17.91	50.84	27.77	92.54	6.3	20.51	Karnataka	Post-Monsoon	182.63
muskmelon	102.15	11.87	46.19	26.81	90.89	7.2	20.55	Uttar Pradesh	Zaid	41.16
muskmelon	103.03	9.27	45.96	32.43	91.39	6.06	26.6	Uttar Pradesh	Kharif	42.32
muskmelon	109.65	15.2	47.84	27.41	89.76	6.91	27.52	Maharashtra	Zaid	253.82
muskmelon	97.28	13.54	48.17	27.2	94.45	7.24	22.03	Maharashtra	Kharif	286.8
muskmelon	96.37	15.4	54.79	27.7	91.89	6.14	28.45	West Bengal	Rabi	143.26
muskmelon	97.48	9.74	47.2	26.07	89.91	6.46	25.8	Maharashtra	Post-Monsoon	139.39
muskmelon	98.48	16.47	49.09	29.44	89.2	7.33	28.51	Karnataka	Kharif	166.97
muskmelon	99.08	16.82	49.92	32.9	92.19	6.48	24.99	Maharashtra	Post-Monsoon	253.08
muskmelon	104.1	11.73	52.03	31.01	93.59	6.57	27.88	West Bengal	Rabi	101.12
muskmelon	101.08	10.49	47.91	27.31	92.8	6.7	20.24	Maharashtra	Rabi	197.19
muskmelon	95.97	15.13	45.22	30.72	90.88	6.03	24.36	Karnataka	Post-Monsoon	35.94
muskmelon	98.82	10.29	48.67	34.97	91.83	6.25	28.54	Punjab	Rabi	255.31
muskmelon	109.69	11.65	52.61	25.9	95.33	6.14	26.95	Uttar Pradesh	Zaid	32.98
muskmelon	108.98	12.53	47.93	33.59	90.23	7.37	22.29	Tamil Nadu	Rabi	160.95
muskmelon	98.48	8.92	45.52	31.55	94.27	7.43	29.42	West Bengal	Zaid	168.9
muskmelon	109.13	16.95	47.36	33.08	89.56	7.07	20.67	Uttar Pradesh	Zaid	247.01
muskmelon	97.68	9.24	49.63	32.61	93.79	6.23	29.32	West Bengal	Kharif	104.39
muskmelon	97.58	10.72	53.13	30.01	95.16	6.59	21.67	Karnataka	Rabi	255.5
muskmelon	98.63	14.09	48.67	32.83	91.7	6.68	27.1	Punjab	Rabi	57.01
muskmelon	104.09	8.42	54.83	26.36	90.3	6.79	24.9	Karnataka	Post-Monsoon	267.75
muskmelon	102.0	14.47	50.2	32.86	92.62	7.26	24.05	Tamil Nadu	Post-Monsoon	58.4
muskmelon	107.87	9.26	45.36	25.73	95.96	7.26	21.16	Karnataka	Post-Monsoon	119.02
muskmelon	100.6	11.15	46.99	25.16	91.48	6.96	21.47	Maharashtra	Rabi	198.23
muskmelon	99.53	10.44	45.16	27.27	91.51	6.73	24.66	Karnataka	Zaid	265.89
muskmelon	101.95	12.16	45.51	34.48	95.18	7.38	22.95	Uttar Pradesh	Zaid	144.88
muskmelon	100.8	14.53	49.33	30.98	90.84	6.77	24.77	Karnataka	Kharif	112.22
muskmelon	97.9	17.22	46.66	34.92	89.17	7.07	22.7	Uttar Pradesh	Rabi	192.9
muskmelon	100.57	12.48	48.34	31.13	90.78	6.49	23.68	Maharashtra	Kharif	266.22
muskmelon	106.38	12.33	50.14	31.66	92.38	7.12	25.06	West Bengal	Post-Monsoon	105.74
muskmelon	105.71	15.31	51.35	26.44	94.1	6.29	26.17	Tamil Nadu	Post-Monsoon	73.87
muskmelon	95.66	8.12	46.33	29.18	89.55	7.2	28.83	Karnataka	Zaid	297.22
muskmelon	98.16	17.91	46.63	25.37	93.82	7.18	22.19	West Bengal	Post-Monsoon	43.13
muskmelon	105.04	16.12	48.43	32.28	90.98	6.7	29.57	Maharashtra	Zaid	193.14
muskmelon	99.9	9.56	51.82	32.17	92.16	6.42	25.94	West Bengal	Rabi	246.33
muskmelon	101.51	10.72	54.4	28.01	95.78	7.49	20.51	Maharashtra	Zaid	242.49
muskmelon	98.86	16.24	50.55	33.44	89.75	7.43	24.64	West Bengal	Kharif	212.24
muskmelon	102.59	12.13	49.0	30.67	90.39	6.36	26.23	Punjab	Kharif	234.74
muskmelon	108.89	8.57	49.06	29.32	91.31	7.47	23.34	Tamil Nadu	Kharif	99.32
muskmelon	102.3	17.98	54.28	28.96	89.71	6.65	22.35	West Bengal	Rabi	107.47
muskmelon	103.97	13.93	53.53	26.01	88.66	7.11	21.5	Karnataka	Post-Monsoon	270.01
muskmelon	109.02	15.94	51.97	26.52	88.41	6.71	20.33	Tamil Nadu	Zaid	206.83
muskmelon	108.77	15.0	51.66	25.88	89.32	6.46	21.0	Maharashtra	Kharif	296.57
muskmelon	104.22	16.21	46.92	26.7	91.13	7.49	21.08	Maharashtra	Zaid	188.48
muskmelon	102.89	16.32	47.84	25.65	92.85	6.39	26.43	Punjab	Kharif	153.96
muskmelon	98.36	10.84	48.93	28.39	89.3	6.71	24.53	Maharashtra	Zaid	95.16
muskmelon	105.58	12.01	53.07	27.35	95.88	6.46	23.27	West Bengal	Post-Monsoon	53.13
muskmelon	97.33	8.79	50.88	26.18	88.86	6.67	21.49	Uttar Pradesh	Zaid	233.41
muskmelon	105.32	13.79	52.19	29.35	88.98	6.97	29.43	Maharashtra	Zaid	281.86
muskmelon	98.15	12.73	45.34	26.57	89.53	6.1	20.31	Tamil Nadu	Post-Monsoon	64.1
muskmelon	102.46	14.58	48.97	32.09	90.59	6.2	23.27	Punjab	Post-Monsoon	200.94
muskmelon	109.37	15.52	53.68	26.84	94.95	6.25	22.51	Uttar Pradesh	Post-Monsoon	263.9
muskmelon	100.02	8.42	46.4	30.13	91.96	6.42	22.02	West Bengal	Post-Monsoon	21.15
muskmelon	95.14	11.61	48.43	31.15	90.7	6.16	27.72	Maharashtra	Rabi	71.21
muskmelon	99.99	14.59	52.37	30.05	92.25	7.33	29.94	Maharashtra	Rabi	136.13
muskmelon	109.25	16.0	49.55	32.19	92.38	6.81	27.56	Uttar Pradesh	Zaid	106.46
muskmelon	101.11	14.27	52.92	29.75	95.03	7.39	29.14	Maharashtra	Rabi	277.7
muskmelon	107.52	10.23	47.65	33.92	94.82	7.23	26.68	Maharashtra	Zaid	124.5
muskmelon	95.06	10.29	47.22	33.22	89.91	6.0	20.48	Uttar Pradesh	Zaid	165.22
muskmelon	108.49	17.4	45.16	33.69	93.86	7.15	27.88	Maharashtra	Kharif	154.02
muskmelon	103.7	13.34	50.52	32.8	94.84	7.39	23.89	Punjab	Zaid	61.4
muskmelon	104.84	8.14	49.3	28.29	89.96	6.72	20.99	Punjab	Zaid	59.02
muskmelon	99.38	10.57	46.62	29.26	93.83	6.54	27.65	Tamil Nadu	Zaid	299.39
muskmelon	105.37	14.39	45.76	26.56	88.97	7.41	29.54	Uttar Pradesh	Zaid	289.89
muskmelon	96.7	12.51	46.21	32.66	94.24	6.7	21.22	Punjab	Zaid	237.79
muskmelon	100.34	8.92	46.76	33.07	92.36	6.38	20.18	Maharashtra	Kharif	297.72
muskmelon	97.43	11.42	50.22	31.9	89.55	7.49	27.57	Tamil Nadu	Kharif	108.65
muskmelon	100.84	15.57	46.04	30.12	94.49	6.32	21.9	Punjab	Post-Monsoon	234.3
muskmelon	106.22	8.67	54.93	27.27	93.26	7.37	24.94	Karnataka	Post-Monsoon	103.44
muskmelon	100.53	17.0	45.36	26.88	92.57	6.03	26.65	Tamil Nadu	Zaid	130.5
muskmelon	107.56	17.7	53.62	25.85	94.74	6.89	25.61	Uttar Pradesh	Rabi	147.29
muskmelon	103.3	13.52	52.62	26.2	94.49	7.18	26.38	West Bengal	Zaid	165.75
muskmelon	101.38	8.39	46.07	34.39	93.32	7.5	26.96	Karnataka	Rabi	91.39
muskmelon	107.75	17.81	54.75	28.64	91.99	7.11	24.07	Uttar Pradesh	Zaid	105.05
muskmelon	105.68	16.7	54.31	31.03	94.81	6.54	20.95	Tamil Nadu	Zaid	102.31
muskmelon	96.86	13.76	50.82	25.79	88.39	6.47	27.61	Maharashtra	Kharif	245.36
muskmelon	103.23	13.77	51.9	27.97	92.42	6.45	28.95	Uttar Pradesh	Zaid	276.46
muskmelon	101.3	14.58	47.69	25.52	88.55	7.42	25.88	Uttar Pradesh	Post-Monsoon	22.33
muskmelon	107.14	12.06	46.07	26.59	95.52	7.34	22.48	Tamil Nadu	Rabi	63.69
muskmelon	108.77	15.01	46.04	33.12	91.76	7.09	21.27	Punjab	Rabi	297.0
muskmelon	95.08	13.23	47.73	32.95	94.21	6.28	25.48	Uttar Pradesh	Post-Monsoon	71.19
muskmelon	105.0	9.92	50.28	28.44	91.24	6.89	29.11	Tamil Nadu	Zaid	82.22
muskmelon	107.84	9.25	49.2	31.48	91.98	7.47	24.06	West Bengal	Zaid	210.48
muskmelon	103.65	16.14	50.8	34.67	89.99	7.07	22.31	West Bengal	Kharif	222.06
muskmelon	105.26	9.33	47.18	34.59	92.6	6.98	27.17	Punjab	Kharif	129.87
muskmelon	100.12	12.47	46.47	31.48	88.99	6.55	29.77	Karnataka	Zaid	138.59
muskmelon	98.02	14.35	47.07	28.53	94.96	7.29	26.62	Karnataka	Post-Monsoon	285.25
muskmelon	101.56	10.52	49.33	26.59	94.25	7.25	27.48	Maharashtra	Zaid	69.11
muskmelon	96.66	10.87	47.83	26.77	94.15	6.71	27.63	Uttar Pradesh	Post-Monsoon	110.87
muskmelon	104.66	12.49	51.88	27.76	91.81	6.59	21.6	West Bengal	Post-Monsoon	272.39
muskmelon	95.26	10.34	49.86	27.19	95.59	6.76	29.34	Uttar Pradesh	Zaid	219.16
muskmelon	102.83	14.9	47.72	31.58	94.4	7.12	20.2	Maharashtra	Kharif	79.96
muskmelon	99.24	16.1	52.58	31.68	92.45	6.92	27.99	Maharashtra	Rabi	191.98
muskmelon	109.66	8.03	54.59	28.27	93.52	6.83	25.68	Uttar Pradesh	Post-Monsoon	66.09
muskmelon	96.63	11.06	52.64	27.51	94.44	6.88	26.29	Punjab	Zaid	37.87
muskmelon	102.08	9.96	47.45	25.46	90.69	6.71	22.41	Tamil Nadu	Post-Monsoon	76.0
muskmelon	109.36	8.16	45.76	30.65	89.1	6.62	20.44	Karnataka	Post-Monsoon	165.14
muskmelon	106.08	9.03	54.9	30.49	93.75	6.33	22.15	Tamil Nadu	Kharif	20.62
muskmelon	95.18	13.87	46.2	27.8	92.71	6.67	22.09	Tamil Nadu	Rabi	187.41
apple	0.94	10.5	203.97	7.46	95.51	5.86	111.9	Tamil Nadu	Rabi	200.62
apple	6.96	8.06	207.63	8.17	89.73	6.12	108.27	Uttar Pradesh	Rabi	278.2
apple	2.78	12.27	200.23	3.57	91.62	6.54	100.67	Uttar Pradesh	Kharif	203.52
apple	1.93	16.22	198.51	0.45	89.44	6.74	104.94	Tamil Nadu	Post-Monsoon	27.77
apple	4.49	14.19	195.47	7.26	93.79	6.05	118.91	Tamil Nadu	Post-Monsoon	54.64
apple	0.63	17.01	202.11	0.08	91.0	6.3	117.11	Karnataka	Kharif	34.6
apple	1.58	8.73	201.23	4.35	93.6	5.75	117.84	Punjab	Zaid	267.05
apple	1.57	17.97	202.99	5.67	95.63	6.14	115.27	Karnataka	Zaid	101.56
apple	6.06	17.26	206.97	8.36	89.57	5.94	119.31	Karnataka	Kharif	263.67
apple	1.15	14.95	208.51	2.3	93.6	6.92	102.83	Karnataka	Post-Monsoon	273.71
apple	5.81	15.38	197.03	5.18	92.31	5.85	103.16	Uttar Pradesh	Kharif	80.03
apple	5.52	11.39	203.06	2.6	90.66	5.7	104.46	Karnataka	Post-Monsoon	256.57
apple	2.05	16.03	198.31	6.36	92.14	6.44	101.79	Punjab	Kharif	223.94
apple	3.22	9.65	199.14	8.47	88.24	6.65	119.5	Punjab	Kharif	260.24
apple	7.23	8.84	197.47	7.42	93.1	5.62	117.2	Karnataka	Kharif	137.3
apple	8.94	14.48	195.86	6.31	95.75	5.54	103.74	Tamil Nadu	Zaid	119.92
apple	1.15	17.14	204.68	7.53	90.09	5.63	120.32	Maharashtra	Post-Monsoon	93.28
apple	5.22	15.68	197.26	8.24	90.31	6.43	101.06	Karnataka	Post-Monsoon	21.71
apple	4.35	8.26	203.99	0.03	90.09	5.87	108.63	Tamil Nadu	Kharif	114.83
apple	5.16	13.3	201.08	5.63	89.89	5.72	106.74	West Bengal	Zaid	117.17
apple	0.49	11.1	197.55	5.77	93.84	6.33	100.98	Karnataka	Kharif	127.95
apple	2.4	14.02	204.21	4.6	90.84	7.0	119.31	Punjab	Rabi	46.47
apple	0.61	16.02	208.92	8.65	90.02	6.29	122.26	Maharashtra	Kharif	85.87
apple	7.33	17.62	204.66	5.47	91.79	6.82	106.23	West Bengal	Post-Monsoon	218.27
apple	1.88	14.48	201.0	2.42	93.38	5.71	110.0	Punjab	Zaid	220.54
apple	5.22	14.45	205.0	3.07	90.38	5.53	121.99	Punjab	Rabi	116.79
apple	7.25	13.28	198.21	3.1	94.23	5.62	121.84	Karnataka	Zaid	284.18
apple	6.32	9.57	209.19	3.74	90.32	6.81	104.66	West Bengal	Zaid	108.58
apple	6.83	10.94	209.39	9.11	88.19	5.63	109.43	Karnataka	Zaid	260.29
apple	5.13	17.6	202.96	9.16	88.18	5.84	102.72	West Bengal	Rabi	250.82
apple	2.75	15.25	197.01	6.1	93.58	6.51	108.5	Tamil Nadu	Kharif	298.01
apple	2.91	10.05	198.24	9.7	94.59	5.79	113.16	Maharashtra	Zaid	266.21
apple	1.22	15.28	207.1	8.06	88.72	6.57	111.37	Karnataka	Kharif	167.87
apple	6.06	9.99	203.9	6.31	89.58	5.83	110.12	Tamil Nadu	Rabi	21.37
apple	4.07	8.35	196.15	0.84	94.0	6.64	112.42	Tamil Nadu	Post-Monsoon	37.64
apple	9.61	16.58	206.68	7.2	92.2	5.51	122.79	West Bengal	Kharif	299.21
apple	0.29	9.07	206.68	1.12	89.02	6.4	123.11	West Bengal	Post-Monsoon	106.82
apple	6.37	12.97	205.94	8.23	92.77	6.94	122.7	Uttar Pradesh	Rabi	123.61
apple	6.1	11.46	208.29	0.76	92.83	6.71	121.77	Punjab	Zaid	41.57
apple	2.92	10.31	202.95	3.43	88.21	5.71	124.92	West Bengal	Rabi	246.33
apple	1.58	10.16	204.03	1.48	89.92	5.91	108.44	Uttar Pradesh	Kharif	83.99
apple	0.36	15.46	205.96	1.3	92.29	6.91	101.07	Tamil Nadu	Kharif	235.63
apple	3.37	12.92	200.93	4.35	94.33	5.57	117.34	Uttar Pradesh	Rabi	133.69
apple	8.47	17.39	209.16	8.75	88.44	6.83	109.03	Karnataka	Kharif	247.27
apple	7.63	11.86	205.27	0.73	95.52	5.82	123.82	West Bengal	Zaid	270.27
apple	3.56	16.17	202.64	1.83	92.58	6.23	121.19	Karnataka	Rabi	190.14
apple	9.84	16.31	199.36	9.63	88.93	5.96	113.86	Maharashtra	Post-Monsoon	236.27
apple	3.43	10.37	207.94	9.13	93.89	6.29	110.19	West Bengal	Rabi	197.09
apple	6.15	9.24	196.54	3.71	93.53	5.53	120.56	Maharashtra	Zaid	298.03
apple	5.81	8.65	199.34	5.74	95.48	6.57	111.33	Tamil Nadu	Rabi	126.83
apple	5.98	13.73	209.14	4.21	93.0	6.71	121.74	Punjab	Zaid	250.78
apple	6.42	15.59	206.19	6.76	94.09	6.78	102.24	Maharashtra	Zaid	52.1
apple	7.84	13.79	204.55	5.69	89.18	6.35	107.36	Maharashtra	Zaid	175.15
apple	7.92	16.57	209.3	8.91	88.87	6.76	120.18	West Bengal	Zaid	236.35
apple	7.76	12.3	203.46	9.61	88.44	6.43	100.57	Maharashtra	Post-Monsoon	54.95
apple	6.4	12.57	201.27	8.92	93.14	5.76	105.4	Maharashtra	Rabi	160.8
apple	2.2	14.7	204.04	3.62	89.95	6.93	103.46	Maharashtra	Kharif	252.43
apple	9.81	16.28	208.46	9.6	95.1	5.68	103.56	Punjab	Post-Monsoon	108.99
apple	5.49	16.49	197.21	5.91	90.87	6.51	110.85	Tamil Nadu	Kharif	237.24
apple	3.82	11.78	201.1	0.73	94.63	5.52	112.05	Karnataka	Kharif	204.88
apple	6.86	9.46	197.85	5.29	92.57	6.97	118.76	Tamil Nadu	Rabi	235.39
apple	3.99	9.49	203.81	7.73	94.8	5.91	122.47	Uttar Pradesh	Rabi	148.74
apple	2.24	8.07	207.78	4.34	91.13	6.83	101.57	Uttar Pradesh	Kharif	251.78
apple	7.63	13.04	196.13	6.68	94.51	6.0	124.24	Uttar Pradesh	Kharif	284.15
apple	3.75	8.56	204.72	0.8	93.04	5.61	118.44	Uttar Pradesh	Post-Monsoon	128.26
apple	1.77	14.3	197.94	5.82	91.55	6.12	103.59	Punjab	Zaid	73.95
apple	2.8	8.17	202.43	4.43	90.25	5.74	117.86	Karnataka	Rabi	220.55
apple	7.63	12.12	196.95	1.37	88.16	6.7	118.65	Karnataka	Post-Monsoon	277.62
apple	9.23	17.82	203.48	9.32	88.53	6.67	100.57	Maharashtra	Zaid	29.48
apple	1.95	10.03	198.48	9.37	95.63	5.97	117.87	West Bengal	Rabi	109.97
apple	9.61	9.09	203.17	0.79	88.09	6.77	122.48	West Bengal	Kharif	32.79
apple	1.63	11.8	198.28	4.22	94.6	6.97	107.94	Karnataka	Post-Monsoon	168.37
apple	9.76	11.76	197.86	4.47	95.13	6.32	107.68	Maharashtra	Kharif	220.54
apple	1.69	13.79	195.72	8.64	90.35	5.56	120.44	Karnataka	Zaid	92.58
apple	0.53	12.52	205.23	8.32	91.19	6.3	123.19	Karnataka	Post-Monsoon	203.51
apple	1.7	9.87	195.21	1.61	88.74	6.24	120.52	Maharashtra	Rabi	39.68
apple	1.93	13.19	209.61	1.72	92.37	6.6	112.28	Punjab	Post-Monsoon	77.82
apple	4.26	16.26	208.12	5.39	95.01	6.77	104.43	Punjab	Zaid	128.44
apple	3.38	13.72	201.74	7.39	91.94	6.55	113.61	Punjab	Post-Monsoon	126.81
apple	9.27	9.19	202.17	0.61	94.89	6.24	122.51	Maharashtra	Rabi	259.43
apple	0.15	15.65	200.64	1.44	93.27	5.76	105.6	Tamil Nadu	Zaid	205.43
apple	0.86	11.93	208.1	3.66	94.22	6.31	111.18	Uttar Pradesh	Zaid	127.43
apple	1.5	8.73	204.77	9.37	88.58	6.36	108.18	Karnataka	Post-Monsoon	228.94
apple	9.55	13.58	203.01	6.82	89.88	6.44	113.55	Maharashtra	Kharif	286.4
apple	1.27	17.19	207.76	7.98	95.61	6.54	105.74	Maharashtra	Post-Monsoon	292.75
apple	5.98	14.91	202.61	2.92	89.04	6.82	108.44	Punjab	Kharif	197.71
apple	2.84	12.52	203.19	4.58	94.48	6.87	117.38	Karnataka	Kharif	113.51
apple	1.79	16.95	201.02	3.9	89.57	6.65	116.42	Uttar Pradesh	Post-Monsoon	89.72
apple	7.8	17.64	195.95	6.28	95.79	6.24	113.3	Karnataka	Rabi	258.54
apple	5.75	12.36	202.46	8.46	94.7	5.69	112.9	West Bengal	Post-Monsoon	298.32
apple	0.38	14.43	199.77	5.24	91.19	5.78	115.63	West Bengal	Zaid	25.04
apple	2.69	8.3	208.42	3.6	95.96	6.07	115.49	Punjab	Post-Monsoon	175.07
apple	0.31	9.25	199.19	5.42	94.23	6.01	109.36	Tamil Nadu	Rabi	280.93
apple	3.93	13.94	197.94	3.53	94.52	5.94	115.96	Punjab	Rabi	208.22
apple	7.39	16.47	206.84	8.3	89.78	6.91	113.65	Maharashtra	Kharif	108.65
apple	1.64	8.8	205.21	3.28	92.26	6.01	124.73	Karnataka	Rabi	275.05
apple	3.43	9.68	203.63	4.04	92.71	6.8	105.56	Maharashtra	Zaid	39.64
apple	8.6	17.4	196.59	7.11	90.95	5.54	116.15	Maharashtra	Zaid	287.32
apple	9.5	13.59	195.23	3.2	91.9	6.52	120.62	West Bengal	Kharif	66.31
apple	6.28	9.2	205.13	5.12	92.62	6.89	102.83	Karnataka	Post-Monsoon	57.8
orange	1.99	16.33	11.34	12.36	94.35	6.13	109.11	Karnataka	Zaid	35.58
orange	2.94	9.08	16.28	12.02	89.73	6.26	115.48	West Bengal	Post-Monsoon	148.0
orange	8.46	13.25	10.38	14.26	94.81	6.07	124.0	Tamil Nadu	Rabi	212.17
orange	6.43	9.09	17.5	17.92	88.28	6.53	111.42	Maharashtra	Kharif	211.86
orange	5.24	13.61	14.05	18.35	94.06	6.01	109.02	West Bengal	Zaid	126.64
orange	8.9	17.35	13.57	19.13	94.21	6.62	123.89	Maharashtra	Post-Monsoon	239.77
orange	4.5	12.42	10.99	11.68	91.94	6.51	108.43	Punjab	Zaid	166.99
orange	3.4	13.88	17.65	17.97	90.54	7.07	115.34	West Bengal	Rabi	98.32
orange	6.14	9.19	8.83	16.93	95.88	6.04	123.31	Uttar Pradesh	Kharif	22.43
orange	8.02	11.73	10.3	16.47	89.86	7.44	103.28	Uttar Pradesh	Zaid	261.86
orange	0.69	8.06	11.4	10.34	89.63	6.95	113.89	West Bengal	Kharif	92.33
orange	2.84	13.2	14.17	13.86	92.96	7.08	103.6	Punjab	Rabi	132.69
orange	8.99	15.89	15.19	12.93	91.31	7.12	103.24	Maharashtra	Rabi	276.58
orange	2.88	17.5	8.7	12.18	94.51	7.06	120.19	Uttar Pradesh	Rabi	65.22
orange	0.63	10.0	9.43	18.41	88.06	6.46	102.32	Karnataka	Kharif	266.79
orange	5.2	12.15	12.9	12.04	92.42	6.52	113.31	Karnataka	Post-Monsoon	160.42
orange	0.87	12.56	15.87	19.0	91.84	6.48	118.67	Tamil Nadu	Zaid	150.31
orange	3.79	16.63	17.42	13.25	92.95	6.77	119.39	Punjab	Post-Monsoon	120.9
orange	6.58	10.41	9.02	10.53	94.95	7.08	124.01	Punjab	Post-Monsoon	60.91
orange	4.57	10.15	12.43	17.17	89.74	6.85	114.56	West Bengal	Kharif	104.49
orange	1.73	13.77	13.67	16.15	93.93	7.32	123.88	Punjab	Post-Monsoon	241.83
orange	6.57	13.85	14.4	12.36	92.41	6.35	104.16	Punjab	Zaid	213.72
orange	2.45	13.78	16.95	12.03	92.45	6.46	110.45	Karnataka	Post-Monsoon	223.76
orange	8.83	10.19	16.08	12.9	95.54	6.86	106.53	Tamil Nadu	Post-Monsoon	187.25
orange	7.25	9.8	12.47	18.25	94.88	6.66	104.67	West Bengal	Post-Monsoon	30.27
orange	0.55	10.46	17.01	14.69	92.22	6.75	102.81	Karnataka	Zaid	50.1
orange	9.51	17.46	13.19	11.31	88.22	7.01	124.3	West Bengal	Zaid	125.17
orange	7.91	16.63	13.48	11.73	95.07	6.4	113.86	Maharashtra	Post-Monsoon	160.4
orange	5.06	13.69	11.49	12.11	93.92	7.06	109.3	Maharashtra	Zaid	63.55
orange	6.37	11.94	8.61	18.38	94.0	7.5	119.21	West Bengal	Kharif	90.66
orange	3.02	17.23	14.45	18.15	94.84	6.86	102.74	Uttar Pradesh	Zaid	252.2
orange	1.63	10.1	15.28	18.99	94.94	6.03	103.73	Maharashtra	Rabi	235.97
orange	7.3	13.87	11.48	10.24	90.42	6.72	116.34	Punjab	Rabi	26.44
orange	8.23	17.12	13.77	19.92	88.66	7.03	112.5	Maharashtra	Kharif	52.1
orange	0.48	9.51	9.52	12.07	88.94	7.03	117.51	Karnataka	Post-Monsoon	145.3
orange	6.6	8.54	14.06	17.46	88.71	6.17	110.07	West Bengal	Rabi	22.14
orange	6.18	8.32	9.36	13.43	93.94	6.79	110.94	West Bengal	Rabi	278.39
orange	7.47	10.14	10.94	11.92	91.04	6.31	100.34	West Bengal	Post-Monsoon	198.68
orange	6.65	11.01	13.21	11.5	94.28	6.26	102.25	Uttar Pradesh	Post-Monsoon	191.35
orange	1.41	11.37	8.09	16.65	95.86	6.23	107.17	West Bengal	Kharif	253.6
orange	5.91	15.01	11.67	19.68	93.77	7.26	101.65	Punjab	Kharif	243.56
orange	2.15	14.67	13.96	11.28	93.56	6.74	100.43	Uttar Pradesh	Rabi	290.98
orange	1.19	10.75	12.24	13.59	90.61	6.55	107.67	West Bengal	Rabi	255.44
orange	2.59	8.75	15.43	11.56	89.13	6.72	101.35	Uttar Pradesh	Zaid	188.13
orange	4.79	13.58	10.78	11.66	92.96	6.66	118.04	Uttar Pradesh	Post-Monsoon	133.6
orange	5.91	12.12	9.3	18.6	92.25	7.42	102.68	Tamil Nadu	Zaid	286.35
orange	1.59	16.79	14.32	10.08	93.61	7.3	100.81	Uttar Pradesh	Kharif	14.89
orange	3.63	17.05	17.57	15.64	94.15	6.68	110.58	Tamil Nadu	Kharif	117.56
orange	5.9	15.78	11.48	12.85	94.75	7.42	106.28	Uttar Pradesh	Rabi	252.66
orange	2.51	12.34	9.11	15.55	94.15	7.2	112.85	Uttar Pradesh	Rabi	17.73
orange	9.11	15.93	13.54	11.0	91.19	7.15	102.25	West Bengal	Post-Monsoon	159.72
orange	5.44	13.17	16.12	16.7	91.58	6.22	100.76	Punjab	Kharif	292.52
orange	7.04	12.63	9.95	10.42	91.62	6.37	111.55	West Bengal	Zaid	33.12
orange	0.48	16.7	11.61	15.31	90.2	6.45	120.03	West Bengal	Kharif	214.18
orange	0.25	13.65	9.82	15.32	92.22	6.53	110.65	Karnataka	Zaid	153.89
orange	2.05	13.61	11.34	20.0	94.43	7.17	115.17	West Bengal	Post-Monsoon	277.37
orange	8.38	16.9	12.37	11.49	90.83	6.1	106.01	West Bengal	Post-Monsoon	15.5
orange	0.58	10.66	12.15	11.0	95.72	6.94	100.62	Uttar Pradesh	Kharif	24.67
orange	5.89	14.67	9.24	12.52	88.16	6.98	114.64	Maharashtra	Kharif	247.96
orange	5.63	15.0	15.08	16.96	92.59	6.47	116.69	Punjab	Kharif	101.83
orange	1.72	10.56	14.09	10.38	92.72	6.97	114.95	Karnataka	Post-Monsoon	237.16
orange	5.29	12.93	10.24	10.65	91.71	6.66	103.01	Karnataka	Post-Monsoon	184.87
orange	7.5	9.02	17.08	19.55	89.19	6.73	123.81	Karnataka	Post-Monsoon	175.6
orange	2.48	16.31	15.62	14.37	89.69	7.03	112.88	Maharashtra	Zaid	179.03
orange	9.12	17.96	12.46	10.15	93.69	7.37	104.13	Karnataka	Rabi	17.63
orange	4.67	13.16	16.2	15.41	89.37	6.13	101.37	West Bengal	Kharif	192.94
orange	6.6	10.59	16.5	19.02	92.37	7.46	102.09	Tamil Nadu	Post-Monsoon	271.24
orange	8.97	8.84	12.44	10.22	94.69	6.76	114.69	Tamil Nadu	Kharif	246.44
orange	8.51	17.71	17.28	18.94	90.43	6.21	118.95	Karnataka	Zaid	161.36
orange	7.37	10.33	17.83	19.73	90.99	7.4	113.48	Uttar Pradesh	Kharif	85.26
orange	0.47	12.74	12.73	10.94	94.74	7.26	109.51	Uttar Pradesh	Zaid	182.75
orange	0.92	14.48	8.84	11.58	95.13	7.01	114.76	West Bengal	Post-Monsoon	172.31
orange	5.05	12.63	15.52	15.79	95.99	7.4	111.93	Punjab	Kharif	87.47
orange	5.89	10.29	9.18	19.05	88.71	6.87	102.81	Karnataka	Kharif	153.36
orange	5.52	10.48	12.88	16.74	94.47	6.83	105.6	Punjab	Post-Monsoon	112.67
orange	7.79	12.6	15.98	18.05	93.36	6.6	107.32	Uttar Pradesh	Post-Monsoon	213.58
orange	2.83	14.1	11.84	12.49	90.12	6.92	100.64	Karnataka	Zaid	53.99
orange	4.44	9.53	11.38	13.86	89.28	7.4	114.5	West Bengal	Post-Monsoon	89.81
orange	5.47	8.0	17.68	19.6	94.23	6.4	110.0	Punjab	Rabi	188.08
orange	8.8	9.37	10.59	14.8	95.92	7.13	111.13	Maharashtra	Kharif	133.23
